#Refer to ReadMe/ReadMe_Get_ENCODE_MetaData_files.txt for details of this metadata file
File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF097JJC	bed narrowPeak	peaks	ENCSR925QAW	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-HMG20B_isoform2-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					1							ENCFF557TWG	5720156	ENCODE Processing Pipeline	2c69f72a3501b3c9996b708011f5a04e	https://www.encodeproject.org/files/ENCFF097JJC/@@download/ENCFF097JJC.bed.gz	GRCh38			released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF116ASD	bed narrowPeak	peaks	ENCSR925QAW	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-HMG20B_isoform2-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					2							ENCFF940MCJ	5906026	ENCODE Processing Pipeline	393334c50b7c715c78218bab344c55e4	https://www.encodeproject.org/files/ENCFF116ASD/@@download/ENCFF116ASD.bed.gz	GRCh38			released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF808CAW	bed narrowPeak	peaks	ENCSR925QAW	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-HMG20B_isoform2-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					1, 2							ENCFF557TWG, ENCFF940MCJ	6719400	ENCODE Processing Pipeline	328f8eb6985b9d01b5ca1b75ecb95998	https://www.encodeproject.org/files/ENCFF808CAW/@@download/ENCFF808CAW.bed.gz	GRCh38			released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF727GHV	bed narrowPeak	optimal idr thresholded peaks	ENCSR925QAW	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-HMG20B_isoform2-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					1, 2							ENCFF097JJC, ENCFF116ASD, ENCFF419RSJ, ENCFF808CAW	246294	ENCODE Processing Pipeline	4d96554e24cca7b2a7c524ed116730de	https://www.encodeproject.org/files/ENCFF727GHV/@@download/ENCFF727GHV.bed.gz	GRCh38			released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF782XJB	bed narrowPeak	peaks	ENCSR925QAW	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-HMG20B_isoform2-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					1							ENCFF113NRO, ENCFF203ABR	6566527	ENCODE Processing Pipeline	a142d19851b7d191bf6d6cc4005174e4	https://www.encodeproject.org/files/ENCFF782XJB/@@download/ENCFF782XJB.bed.gz	hg19			released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF568HFI	bed narrowPeak	peaks	ENCSR925QAW	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-HMG20B_isoform2-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					2							ENCFF203ABR, ENCFF991VFZ	6499368	ENCODE Processing Pipeline	c8f07aa1611f4435d7510efe46b335d9	https://www.encodeproject.org/files/ENCFF568HFI/@@download/ENCFF568HFI.bed.gz	hg19			released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF920XKN	bed narrowPeak	peaks	ENCSR925QAW	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-HMG20B_isoform2-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					1, 2							ENCFF113NRO, ENCFF203ABR, ENCFF991VFZ	7027618	ENCODE Processing Pipeline	d67e1a1942f268f4ac5182d2d1997500	https://www.encodeproject.org/files/ENCFF920XKN/@@download/ENCFF920XKN.bed.gz	hg19			released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF636YLF	bed narrowPeak	conservative idr thresholded peaks	ENCSR925QAW	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-HMG20B_isoform2-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					1, 2							ENCFF568HFI, ENCFF782XJB, ENCFF920XKN	214514	ENCODE Processing Pipeline	6005e19b3100615d715e16a341faa858	https://www.encodeproject.org/files/ENCFF636YLF/@@download/ENCFF636YLF.bed.gz	hg19			released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF125NZH	bed narrowPeak	optimal idr thresholded peaks	ENCSR925QAW	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-HMG20B_isoform2-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					1, 2							ENCFF568HFI, ENCFF782XJB, ENCFF920XKN	216562	ENCODE Processing Pipeline	eb77510343117a3f2bd682fcfae0e54d	https://www.encodeproject.org/files/ENCFF125NZH/@@download/ENCFF125NZH.bed.gz	hg19			released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF008GNI	bed narrowPeak	peaks	ENCSR666QNP	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-TEAD3-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					1, 2							ENCFF501SZR, ENCFF572QQB	7120444	ENCODE Processing Pipeline	bf4b4dc5f6b24517bd96583bd8bd74b4	https://www.encodeproject.org/files/ENCFF008GNI/@@download/ENCFF008GNI.bed.gz	GRCh38			released	antibody characterized with exemption, borderline replicate concordance	experiment not submitted to GEO		
ENCFF424PAS	bed narrowPeak	peaks	ENCSR666QNP	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-TEAD3-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					1							ENCFF501SZR	7105163	ENCODE Processing Pipeline	2deaf2d096cf9123742a7532fa315fb0	https://www.encodeproject.org/files/ENCFF424PAS/@@download/ENCFF424PAS.bed.gz	GRCh38			released	antibody characterized with exemption, borderline replicate concordance	experiment not submitted to GEO		
ENCFF326AOA	bed narrowPeak	peaks	ENCSR666QNP	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-TEAD3-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					2							ENCFF572QQB	5800562	ENCODE Processing Pipeline	58b881dafbc15a91db5cb1dcc5ad16c7	https://www.encodeproject.org/files/ENCFF326AOA/@@download/ENCFF326AOA.bed.gz	GRCh38			released	antibody characterized with exemption, borderline replicate concordance	experiment not submitted to GEO		
ENCFF314CDT	bed narrowPeak	optimal idr thresholded peaks	ENCSR666QNP	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-TEAD3-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					1, 2							ENCFF008GNI, ENCFF326AOA, ENCFF419RSJ, ENCFF424PAS	767931	ENCODE Processing Pipeline	9e4a2fb7aa969d0d66627d9cd56e8fc3	https://www.encodeproject.org/files/ENCFF314CDT/@@download/ENCFF314CDT.bed.gz	GRCh38			released	antibody characterized with exemption, borderline replicate concordance	experiment not submitted to GEO		
ENCFF467MXY	bed narrowPeak	conservative idr thresholded peaks	ENCSR666QNP	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-TEAD3-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					1, 2							ENCFF008GNI, ENCFF326AOA, ENCFF419RSJ, ENCFF424PAS	527453	ENCODE Processing Pipeline	f6c5c6c9d193ff2a9c0a32059d0ee61e	https://www.encodeproject.org/files/ENCFF467MXY/@@download/ENCFF467MXY.bed.gz	GRCh38			released	antibody characterized with exemption, borderline replicate concordance	experiment not submitted to GEO		
ENCFF596FKZ	bed narrowPeak	peaks	ENCSR666QNP	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-TEAD3-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					2							ENCFF139ZPI, ENCFF203ABR	6483936	ENCODE Processing Pipeline	644d402386f8931742215280bbac6f4e	https://www.encodeproject.org/files/ENCFF596FKZ/@@download/ENCFF596FKZ.bed.gz	hg19			released	antibody characterized with exemption, borderline replicate concordance	experiment not submitted to GEO		
ENCFF640ZKF	bed narrowPeak	peaks	ENCSR666QNP	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-TEAD3-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					1							ENCFF203ABR, ENCFF378LSL	6979957	ENCODE Processing Pipeline	c2c01123b6dabcc3e4d151306ba84a09	https://www.encodeproject.org/files/ENCFF640ZKF/@@download/ENCFF640ZKF.bed.gz	hg19			released	antibody characterized with exemption, borderline replicate concordance	experiment not submitted to GEO		
ENCFF605RYJ	bed narrowPeak	peaks	ENCSR666QNP	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-TEAD3-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					1, 2							ENCFF139ZPI, ENCFF203ABR, ENCFF378LSL	6955227	ENCODE Processing Pipeline	eb6bcb72c4026db6feb4418cf75d701c	https://www.encodeproject.org/files/ENCFF605RYJ/@@download/ENCFF605RYJ.bed.gz	hg19			released	antibody characterized with exemption, borderline replicate concordance	experiment not submitted to GEO		
ENCFF408ILT	bed narrowPeak	optimal idr thresholded peaks	ENCSR666QNP	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-TEAD3-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					1, 2							ENCFF596FKZ, ENCFF605RYJ, ENCFF640ZKF	732319	ENCODE Processing Pipeline	de35f95c45167b6d59b20b7b1c9f8e9e	https://www.encodeproject.org/files/ENCFF408ILT/@@download/ENCFF408ILT.bed.gz	hg19			released	antibody characterized with exemption, borderline replicate concordance	experiment not submitted to GEO		
ENCFF633AYW	bed narrowPeak	conservative idr thresholded peaks	ENCSR666QNP	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens					FLAG-TEAD3-human	ENCAB697XQW	DNA					2016-11-08	ENCODE					1, 2							ENCFF596FKZ, ENCFF605RYJ, ENCFF640ZKF	538758	ENCODE Processing Pipeline	df55f1554f8cfd3c6ccc7f8ee9b6e8b8	https://www.encodeproject.org/files/ENCFF633AYW/@@download/ENCFF633AYW.bed.gz	hg19			released	antibody characterized with exemption, borderline replicate concordance	experiment not submitted to GEO		
ENCFF138GYJ	bed narrowPeak	peaks	ENCSR933MHJ	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens					KDM5A-human	ENCAB914RSH	DNA					2016-11-23	ENCODE					2							ENCFF572IKT, ENCFF659WLX, ENCFF714AMB	6206466	ENCODE Processing Pipeline	9cb1346ca9483f18efd8ae341c5fa01f	https://www.encodeproject.org/files/ENCFF138GYJ/@@download/ENCFF138GYJ.bed.gz	GRCh38			released	mild to moderate bottlenecking	experiment not submitted to GEO	not characterized antibody	
ENCFF194PWY	bed narrowPeak	peaks	ENCSR933MHJ	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens					KDM5A-human	ENCAB914RSH	DNA					2016-11-23	ENCODE					1							ENCFF497DEZ, ENCFF572IKT, ENCFF714AMB	6672161	ENCODE Processing Pipeline	183e8fdb17294d8fa45b7700a5881d50	https://www.encodeproject.org/files/ENCFF194PWY/@@download/ENCFF194PWY.bed.gz	GRCh38			released	mild to moderate bottlenecking	experiment not submitted to GEO	not characterized antibody	
ENCFF175GML	bed narrowPeak	peaks	ENCSR933MHJ	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens					KDM5A-human	ENCAB914RSH	DNA					2016-11-23	ENCODE					1, 2							ENCFF497DEZ, ENCFF572IKT, ENCFF659WLX, ENCFF714AMB	7043158	ENCODE Processing Pipeline	7166ce828c46788ed35f1792142aaafd	https://www.encodeproject.org/files/ENCFF175GML/@@download/ENCFF175GML.bed.gz	GRCh38			released	mild to moderate bottlenecking	experiment not submitted to GEO	not characterized antibody	
ENCFF825GFC	bed narrowPeak	conservative idr thresholded peaks	ENCSR933MHJ	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens					KDM5A-human	ENCAB914RSH	DNA					2016-11-23	ENCODE					1, 2							ENCFF138GYJ, ENCFF175GML, ENCFF194PWY, ENCFF419RSJ	85310	ENCODE Processing Pipeline	e3d606e5a0c8a87456d6c49471fc1947	https://www.encodeproject.org/files/ENCFF825GFC/@@download/ENCFF825GFC.bed.gz	GRCh38			released	mild to moderate bottlenecking	experiment not submitted to GEO	not characterized antibody	
ENCFF149INM	bed narrowPeak	optimal idr thresholded peaks	ENCSR933MHJ	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens					KDM5A-human	ENCAB914RSH	DNA					2016-11-23	ENCODE					1, 2							ENCFF138GYJ, ENCFF175GML, ENCFF194PWY, ENCFF419RSJ	91935	ENCODE Processing Pipeline	a1f9e05893e36b8d2a6a8460b00988cd	https://www.encodeproject.org/files/ENCFF149INM/@@download/ENCFF149INM.bed.gz	GRCh38			released	mild to moderate bottlenecking	experiment not submitted to GEO	not characterized antibody	
ENCFF129CAN	bed narrowPeak	peaks	ENCSR933MHJ	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens					KDM5A-human	ENCAB914RSH	DNA					2016-11-23	ENCODE					2							ENCFF515NFA, ENCFF801GGG, ENCFF881DVS	6285149	ENCODE Processing Pipeline	b05ff45241daab9061819ddfb0dc5a4f	https://www.encodeproject.org/files/ENCFF129CAN/@@download/ENCFF129CAN.bed.gz	hg19			released	mild to moderate bottlenecking	experiment not submitted to GEO	not characterized antibody	
ENCFF881TQQ	bed narrowPeak	peaks	ENCSR933MHJ	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens					KDM5A-human	ENCAB914RSH	DNA					2016-11-23	ENCODE					1							ENCFF355VOF, ENCFF801GGG, ENCFF881DVS	6709457	ENCODE Processing Pipeline	1d6cb2ba0770e5c7450addc03d449204	https://www.encodeproject.org/files/ENCFF881TQQ/@@download/ENCFF881TQQ.bed.gz	hg19			released	mild to moderate bottlenecking	experiment not submitted to GEO	not characterized antibody	
ENCFF153JBF	bed narrowPeak	peaks	ENCSR933MHJ	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens					KDM5A-human	ENCAB914RSH	DNA					2016-11-23	ENCODE					1, 2							ENCFF355VOF, ENCFF515NFA, ENCFF801GGG, ENCFF881DVS	7059143	ENCODE Processing Pipeline	2db6313d2cbbd8d7f5e35f2feecc50fc	https://www.encodeproject.org/files/ENCFF153JBF/@@download/ENCFF153JBF.bed.gz	hg19			released	mild to moderate bottlenecking	experiment not submitted to GEO	not characterized antibody	
ENCFF177IRJ	bed narrowPeak	conservative idr thresholded peaks	ENCSR933MHJ	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens					KDM5A-human	ENCAB914RSH	DNA					2016-11-23	ENCODE					1, 2							ENCFF129CAN, ENCFF153JBF, ENCFF881TQQ	87020	ENCODE Processing Pipeline	00bbbea4f29ffe258ff8a6ee352a19f7	https://www.encodeproject.org/files/ENCFF177IRJ/@@download/ENCFF177IRJ.bed.gz	hg19			released	mild to moderate bottlenecking	experiment not submitted to GEO	not characterized antibody	
ENCFF397TFF	bed narrowPeak	optimal idr thresholded peaks	ENCSR933MHJ	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens					KDM5A-human	ENCAB914RSH	DNA					2016-11-23	ENCODE					1, 2							ENCFF129CAN, ENCFF153JBF, ENCFF881TQQ	95040	ENCODE Processing Pipeline	2ea687c85dcf6ffef5fc2c0d8fb16c7d	https://www.encodeproject.org/files/ENCFF397TFF/@@download/ENCFF397TFF.bed.gz	hg19			released	mild to moderate bottlenecking	experiment not submitted to GEO	not characterized antibody	
ENCFF270HQI	bed narrowPeak	peaks	ENCSR290MUH	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					eGFP-GABPA-human	ENCAB728YTO	DNA					2016-06-13	ENCODE					1, 2							ENCFF159FKZ, ENCFF400MMA, ENCFF593XTM	5320454	ENCODE Processing Pipeline	d868f7777054a5ffd1b65527fcac9272	https://www.encodeproject.org/files/ENCFF270HQI/@@download/ENCFF270HQI.bed.gz	GRCh38			released	low read depth	experiment not submitted to GEO		
ENCFF369IUS	bed narrowPeak	peaks	ENCSR290MUH	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					eGFP-GABPA-human	ENCAB728YTO	DNA					2016-06-13	ENCODE					2							ENCFF159FKZ, ENCFF593XTM	5712643	ENCODE Processing Pipeline	e2d95a62ab96b8889472a759d5ddcea6	https://www.encodeproject.org/files/ENCFF369IUS/@@download/ENCFF369IUS.bed.gz	GRCh38			released	low read depth	experiment not submitted to GEO		
ENCFF985DEE	bed narrowPeak	peaks	ENCSR290MUH	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					eGFP-GABPA-human	ENCAB728YTO	DNA					2016-06-13	ENCODE					1							ENCFF159FKZ, ENCFF400MMA	4089434	ENCODE Processing Pipeline	12c865d4cb062287ca195d4c4c21b44a	https://www.encodeproject.org/files/ENCFF985DEE/@@download/ENCFF985DEE.bed.gz	GRCh38			released	low read depth	experiment not submitted to GEO		
ENCFF027OOJ	bed narrowPeak	peaks	ENCSR290MUH	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					eGFP-GABPA-human	ENCAB728YTO	DNA					2016-06-13	ENCODE					2							ENCFF159FKZ, ENCFF593XTM	6499408	ENCODE Processing Pipeline	6653b30f24293a674c28242dc5bc4615	https://www.encodeproject.org/files/ENCFF027OOJ/@@download/ENCFF027OOJ.bed.gz	GRCh38			released	low read depth	experiment not submitted to GEO		
ENCFF119GNW	bed narrowPeak	peaks	ENCSR290MUH	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					eGFP-GABPA-human	ENCAB728YTO	DNA					2016-06-13	ENCODE					1							ENCFF159FKZ, ENCFF400MMA	6767109	ENCODE Processing Pipeline	49b75d9293f30a57900c15a39b0da469	https://www.encodeproject.org/files/ENCFF119GNW/@@download/ENCFF119GNW.bed.gz	GRCh38			released	low read depth	experiment not submitted to GEO		
ENCFF535BMV	bed narrowPeak	optimal idr thresholded peaks	ENCSR290MUH	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					eGFP-GABPA-human	ENCAB728YTO	DNA					2016-06-13	ENCODE					1, 2							ENCFF027OOJ, ENCFF119GNW, ENCFF419RSJ, ENCFF832TTO	590995	ENCODE Processing Pipeline	262c811193da09ef8b05fb6bf75cc9be	https://www.encodeproject.org/files/ENCFF535BMV/@@download/ENCFF535BMV.bed.gz	GRCh38			released	low read depth	experiment not submitted to GEO		
ENCFF832TTO	bed narrowPeak	peaks	ENCSR290MUH	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					eGFP-GABPA-human	ENCAB728YTO	DNA					2016-06-13	ENCODE					1, 2							ENCFF159FKZ, ENCFF400MMA, ENCFF593XTM	7041671	ENCODE Processing Pipeline	435a35a6cd32a8509331fab075986a9f	https://www.encodeproject.org/files/ENCFF832TTO/@@download/ENCFF832TTO.bed.gz	GRCh38			released	low read depth	experiment not submitted to GEO		
ENCFF492VKT	bed narrowPeak	conservative idr thresholded peaks	ENCSR290MUH	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					eGFP-GABPA-human	ENCAB728YTO	DNA					2016-06-13	ENCODE					1, 2							ENCFF027OOJ, ENCFF119GNW, ENCFF419RSJ, ENCFF832TTO	587036	ENCODE Processing Pipeline	db2eabb0435fc97dd4ebadab29267c27	https://www.encodeproject.org/files/ENCFF492VKT/@@download/ENCFF492VKT.bed.gz	GRCh38			released	low read depth	experiment not submitted to GEO		
ENCFF685KAG	bed narrowPeak	optimal idr thresholded peaks	ENCSR290MUH	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					eGFP-GABPA-human	ENCAB728YTO	DNA					2016-06-13	ENCODE					1, 2							ENCFF026SKI, ENCFF835LBQ, ENCFF845TET	590608	ENCODE Processing Pipeline	2642e3d21c71e17716b79b0496bbf05b	https://www.encodeproject.org/files/ENCFF685KAG/@@download/ENCFF685KAG.bed.gz	hg19			released	low read depth	experiment not submitted to GEO		
ENCFF845TET	bed narrowPeak	peaks	ENCSR290MUH	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens					eGFP-GABPA-human	ENCAB728YTO	DNA					2016-06-13	ENCODE					1							ENCFF009ZXV, ENCFF629YBN	6765258	ENCODE Processing Pipeline	e7f259ed3066ecddb659b324d47541a4	https://www.encodeproject.org/files/ENCFF845TET/@@download/ENCFF845TET.bed.gz	hg19			released	low read depth	experiment not submitted to GEO		
